ceg,potencia_outorgada_mw,potencia_fiscalizada_mw,fase_usina,proprietario
EOL.CV.RN.028424-6.1,49.3,49.3,Operação,100% para ENERBRASIL-ENERGIAS RENOVAVEIS DO BRASIL S/A - 04.569.050/0001-45 (PIE)
EOL.CV.RN.028443-2.1,100.65,100.65,Operação,100% para NEW ENERGY OPTIONS GERACAO DE ENERGIA S.A - 04.245.220/0001-36 (PIE)
EOL.CV.RN.028444-0.1,51.0,51.0,Operação,100% para NEW ENERGY OPTIONS GERACAO DE ENERGIA S.A - 04.245.220/0001-36 (PIE)
EOL.CV.RN.028787-3.1,1.8,1.8,Operação,100% para PETRÓLEO BRASILEIRO S.A. PETROBRAS - 33.000.167/0001-01 (REG)
EOL.CV.RN.030121-3.1,14.4,14.4,Operação,100% para BRASVENTOS ARATUA 1 GERADORA DE ENERGIA S.A. - 11.637.037/0001-41 (PIE)
EOL.CV.RN.030281-3.1,26.0,26.0,Operação,100% para EOLICA MANGUE SECO 3 - GERADORA E COMERCIALIZADORA DE ENERGIA ELETRICA S.A. - 11.643.567/0001-00 (PIE)
EOL.CV.RN.030284-8.1,26.0,26.0,Operação,100% para EOLICA MANGUE SECO 2 - GERADORA DE ENERGIA ELETRICA S.A. - 11.643.504/0001-46 (PIE)
EOL.CV.RN.030285-6.1,26.0,26.0,Operação,100% para EOLICA MANGUE SECO 1 - GERADORA E COMERCIALIZADORA DE ENERGIA ELETRICA S.A. - 11.643.458/0001-85 (PIE)
EOL.CV.RN.030290-2.1,26.0,26.0,Operação,100% para EOLICA MANGUE SECO 4 - GERADORA E COMERCIALIZADORA DE ENERGIA ELETRICA S.A. - 11.643.647/0001-58 (PIE)
EOL.CV.RN.030292-9.1,30.0,30.0,Operação,100% para SANTA CLARA I ENERGIAS RENOVAVEIS LTDA - 10.797.899/0001-79 (PIE)
EOL.CV.RN.030293-7.1,30.0,30.0,Operação,100% para SANTA CLARA III ENERGIAS RENOVAVEIS LTDA - 10.797.910/0001-09 (PIE)
EOL.CV.RN.030300-3.1,28.8,28.8,Operação,100% para DESA MORRO DOS VENTOS VI LTDA. - 11.686.150/0001-17 (PIE)
EOL.CV.RN.030301-1.1,28.8,28.8,Operação,100% para DESA MORRO DOS VENTOS I LTDA. - 11.686.050/0001-90 (PIE)
EOL.CV.RN.030302-0.1,30.0,30.0,Operação,100% para DESA MORRO DOS VENTOS IX LTDA. - 11.686.103/0001-73 (PIE)
EOL.CV.RN.030304-6.1,30.0,30.0,Operação,100% para SANTA CLARA VI ENERGIAS RENOVAVEIS LTDA - 10.797.906/0001-32 (PIE)
EOL.CV.RN.030307-0.1,30.0,30.0,Operação,100% para SANTA CLARA IV ENERGIAS RENOVAVEIS LTDA - 10.797.907/0001-87 (PIE)
EOL.CV.RN.030308-9.1,30.0,30.0,Operação,100% para SANTA CLARA II ENERGIAS RENOVAVEIS LTDA - 10.797.908/0001-21 (PIE)
EOL.CV.RN.030310-0.1,28.8,28.8,Operação,100% para DESA MORRO DOS VENTOS III LTDA. - 11.686.100/0001-30 (PIE)
EOL.CV.RN.030311-9.1,28.8,28.8,Operação,100% para DESA MORRO DOS VENTOS IV LTDA. - 11.686.202/0001-55 (PIE)
EOL.CV.RN.030333-0.1,19.8,19.8,Operação,100% para EOLICA BAIXA VERDE S.A. - 11.613.311/0001-42 (PIE)
EOL.CV.RN.030339-9.1,68.47,68.47,Operação,100% para BRASVENTOS MIASSABA 3 GERADORA DE ENERGIA S.A. - 11.839.616/0001-77 (PIE)
EOL.CV.RN.030340-2.1,27.3,27.3,Operação,100% para EOLICA BELA VISTA GERACAO E COMERCIALIZACAO DE ENERGIA SA - 10.288.502/0001-13 (PIE)
EOL.CV.RN.030351-8.1,8.0,8.0,Operação,100% para EURUS VI ENERGIAS RENOVAVEIS LTDA - 10.797.905/0001-98 (PIE)
EOL.CV.RN.030370-4.1,14.4,14.4,Operação,100% para MIASSABA GERADORA EOLICA S.A - 08.664.111/0001-04 (PIE)
EOL.CV.RN.030378-0.1,30.0,30.0,Operação,100% para SANTA CLARA V ENERGIAS RENOVAVEIS LTDA - 10.797.909/0001-76 (PIE)
EOL.CV.RN.030389-5.1,23.1,23.1,Operação,100% para EOLICA MAR E TERRA GERACAO E COMERCIALIZACAO DE ENERGIA S.A. - 10.288.438/0001-70 (PIE)
EOL.CV.RN.030416-6.1,58.45,58.45,Operação,100% para BRASVENTOS EOLO GERADORA DE ENERGIA S.A. - 11.637.090/0001-42 (PIE)
EOL.CV.RN.030417-4.1,60.12,60.12,Operação,100% para REI DOS VENTOS 3 GERADORA DE ENERGIA S.A. - 11.637.104/0001-28 (PIE)
EOL.CV.RN.030454-9.1,20.0,20.0,Operação,100% para MEL 2 ENERGIA RENOVAVEL S/A - 12.107.032/0001-70 (PIE)
EOL.CV.RN.030497-2.1,30.0,30.0,Operação,100% para RENASCENCA V ENERGIAS RENOVAVEIS S.A. - 10.797.904/0001-43 (PIE)
EOL.CV.RN.030498-0.1,32.0,32.0,Operação,100% para ASA BRANCA IV ENERGIAS RENOVAVEIS S.A. - 11.681.456/0001-80 (PIE)
EOL.CV.RN.030499-9.1,30.0,30.0,Operação,100% para EURUS II ENERGIAS RENOVAVEIS S.A. - 10.797.897/0001-80 (PIE)
EOL.CV.RN.030500-6.1,30.0,30.0,Operação,100% para CAMPOS DOS VENTOS II ENERGIAS RENOVAVEIS LTDA. - 10.797.889/0001-33 (PIE)
EOL.CV.RN.030501-4.1,19.8,19.8,Operação,100% para EOLICA MOXOTO S.A. - 12.848.329/0001-96 (PIE)
EOL.CV.RN.030502-2.1,20.0,20.0,Operação,100% para GE FAROL S/A - 12.723.335/0001-17 (PIE)
EOL.CV.RN.030503-0.1,30.0,30.0,Operação,100% para DESA EURUS I LTDA. - 12.652.614/0001-37 (PIE)
EOL.CV.RN.030504-9.1,30.0,30.0,Operação,100% para DESA EURUS III LTDA. - 12.652.634/0001-08 (PIE)
EOL.CV.RN.030505-7.1,27.0,27.0,Operação,100% para NOVA ASA BRANCA I ENERGIAS RENOVAVEIS S.A - 12.802.855/0001-15 (PIE)
EOL.CV.RN.030507-3.1,32.0,32.0,Operação,100% para ASA BRANCA V ENERGIAS RENOVAVEIS S.A. - 11.681.458/0001-70 (PIE)
EOL.CV.RN.030508-1.1,32.0,32.0,Operação,100% para ASA BRANCA VIII ENERGIAS RENOVAVEIS S.A. - 11.694.621/0001-39 (PIE)
EOL.CV.RN.030509-0.1,27.0,27.0,Operação,100% para NOVA EURUS IV ENERGIAS RENOVAVEIS S.A - 12.802.866/0001-03 (PIE)
EOL.CV.RN.030511-1.1,30.0,30.0,Operação,100% para CALANGO 1 ENERGIA RENOVAVEL S/A. - 12.106.898/0001-66 (PIE)
EOL.CV.RN.030512-0.1,14.0,14.0,Operação,100% para GE BOA VISTA S/A - 12.723.413/0001-83 (PIE)
EOL.CV.RN.030513-8.1,32.0,32.0,Operação,100% para ASA BRANCA VII ENERGIAS RENOVAVEIS S.A. - 11.694.618/0001-15 (PIE)
EOL.CV.RN.030514-6.1,30.0,30.0,Operação,100% para GERACAO CENTRAL EOLICA VENTOS DE  SAO MIGUEL  S.A. - 12.833.419/0001-03 (PIE)
EOL.CV.RN.030515-4.1,30.0,30.0,Operação,100% para GERACAO CENTRAL EOLICA RENASCENCA I S.A. - 12.831.777/0001-87 (PIE)
EOL.CV.RN.030516-2.1,30.0,30.0,Operação,100% para GERACAO EOLICA RENASCENCA II S.A. - 12.831.668/0001-60 (PIE)
EOL.CV.RN.030519-7.1,30.0,30.0,Operação,100% para CALANGO 2 ENERGIA RENOVAVEL S/A - 12.107.047/0001-38 (PIE)
EOL.CV.RN.030520-0.1,32.0,32.0,Operação,100% para ASA BRANCA VI ENERGIAS RENOVAVEIS S.A. - 11.694.617/0001-70 (PIE)
EOL.CV.RN.030527-8.1,30.0,30.0,Operação,100% para GERACAO CENTRAL EOLICA PARQUE RENASCENCA III S.A. - 12.833.445/0001-31 (PIE)
EOL.CV.RN.030536-7.1,30.0,30.0,Operação,100% para GE SAO BENTO DO NORTE S/A - 12.723.384/0001-50 (PIE)
EOL.CV.RN.030537-5.1,30.0,30.0,Operação,100% para CALANGO 4 ENERGIA RENOVAVEL S/A. - 12.106.862/0001-82 (PIE)
EOL.CV.RN.030545-6.1,30.0,30.0,Operação,100% para CALANGO 3 ENERGIA RENOVAVEL S/A. - 12.106.962/0001-09 (PIE)
EOL.CV.RN.030547-2.1,27.0,27.0,Operação,100% para NOVA ASA BRANCA II ENERGIAS RENOVAVEIS S.A - 12.802.844/0001-35 (PIE)
EOL.CV.RN.030548-0.1,27.0,27.0,Operação,100% para NOVA ASA BRANCA III ENERGIAS RENOVAVEIS S.A - 12.802.835/0001-44 (PIE)
EOL.CV.RN.030549-9.1,30.0,30.0,Operação,100% para GE OLHO D'AGUA S/A - 12.723.444/0001-34 (PIE)
EOL.CV.RN.030551-0.1,30.0,30.0,Operação,100% para GERACAO  CENTRAL EOLICA COMPLEXO RENASCENCA IV S.A. - 12.833.899/0001-02 (PIE)
EOL.CV.RN.030552-9.1,30.0,30.0,Operação,100% para CALANGO 5 ENERGIA RENOVAVEL S/A. - 12.159.338/0001-70 (PIE)
EOL.CV.RN.030553-7.1,0.006,0.006,Operação,Não Informado
EOL.CV.RN.030562-6.1,22.4,22.4,Operação,100% para ENERGIA POTIGUAR GERADORA EOLICA S/A. - 13.336.223/0001-76 (PIE)
EOL.CV.RN.030563-4.1,22.4,22.4,Operação,100% para TORRES DE PEDRA GERADORA EOLICA S/A. - 13.336.463/0001-70 (PIE)
EOL.CV.RN.030564-2.1,22.4,22.4,Operação,100% para PONTA DO VENTO LESTE GERADORA EOLICA S/A. - 13.336.480/0001-08 (PIE)
EOL.CV.RN.030565-0.1,11.2,11.2,Operação,100% para TORRES DE SAO MIGUEL GERADORA EOLICA S/A. - 13.336.491/0001-98 (PIE)
EOL.CV.RN.030566-9.1,24.0,24.0,Operação,100% para MORRO DOS VENTOS GERADORA EOLICA S/A. - 13.336.386/0001-59 (PIE)
EOL.CV.RN.030567-7.1,12.8,12.8,Operação,100% para CANTO DA ILHA GERADORA EOLICA S/A. - 13.336.397/0001-39 (PIE)
EOL.CV.RN.030568-5.1,14.4,14.4,Operação,100% para CAMPINA POTIGUAR GERADORA EOLICA S/A. - 13.341.988/0001-02 (PIE)
EOL.CV.RN.030569-3.1,14.4,14.4,Operação,100% para ESQUINA DOS VENTOS GERADORA EOLICA S/A. - 13.336.404/0001-00 (PIE)
EOL.CV.RN.030570-7.1,11.2,11.2,Operação,100% para ILHA DOS VENTOS GERADORA EOLICA S/A. - 13.336.428/0001-51 (PIE)
EOL.CV.RN.030571-5.1,14.4,14.4,Operação,100% para PONTAL DO NORDESTE GERADORA EOLICA S/A. - 13.336.415/0001-82 (PIE)
EOL.CV.RN.030609-6.1,30.0,30.0,Operação,100% para EOLICA LAGOA NOVA S.A. - 12.851.098/0001-70 (PIE)
EOL.CV.RN.030615-0.1,30.0,30.0,Operação,100% para EOLICA SERIDO S.A. SUBSIDIARIA INTEGRAL - 12.848.783/0001-47 (PIE)
EOL.CV.RN.030622-3.1,28.0,28.0,Operação,100% para ARIZONA 1 ENERGIA RENOVAVEL S/A - 11.944.524/0001-57 (PIE)
EOL.CV.RN.030625-8.1,20.0,20.0,Operação,100% para EOLICA SERRA DE SANTANA S.A. - 12.848.401/0001-85 (PIE)
EOL.CV.RN.030660-6.1,16.1,16.1,Operação,100% para SPE JUREMAS ENERGIA S.A. - 09.665.446/0001-00 (PIE)
EOL.CV.RN.030661-4.1,20.7,20.7,Operação,100% para SPE MACACOS ENERGIA S.A. - 07.091.059/0001-81 (PIE)
EOL.CV.RN.030671-1.1,20.7,20.7,Operação,100% para SPE PEDRA PRETA ENERGIA S.A. - 09.665.342/0001-03 (PIE)
EOL.CV.RN.030672-0.1,20.7,20.7,Operação,100% para SPE COSTA BRANCA ENERGIA S.A. - 09.665.392/0001-82 (PIE)
EOL.CV.RN.030699-1.1,21.0,21.0,Operação,100% para USINA DE ENERGIA EOLICA GUAJIRU S/A - 21.957.870/0001-23 (PIE)
EOL.CV.RN.030700-9.1,27.3,27.3,Operação,100% para USINA DE ENERGIA EOLICA JANGADA S/A - 21.957.722/0001-09 (PIE)
EOL.CV.RN.030701-7.1,23.1,23.1,Operação,100% para USINA DE ENERGIA EOLICA CUTIA S/A - 21.917.808/0001-08 (PIE)
EOL.CV.RN.030702-5.1,27.3,27.3,Operação,100% para USINA DE ENERGIA EOLICA MARIA HELENA S/A - 21.909.793/0001-36 (PIE)
EOL.CV.RN.030787-4.1,30.55,30.55,Operação,100% para ENEL GREEN POWER MODELO I EOLICA S.A. - 14.512.809/0001-07 (PIE)
EOL.CV.RN.030788-2.1,25.85,25.85,Operação,100% para ENEL GREEN POWER MODELO II EOLICA S.A. - 14.504.489/0001-43 (PIE)
EOL.CV.RN.030804-8.1,27.0,27.0,Operação,100% para USINA DE ENERGIA EOLICA SAO JOAO SPE S.A - 14.535.646/0001-88 (PIE)
EOL.CV.RN.030828-5.1,16.2,16.2,Operação,100% para VENTOS DE SANTO URIEL S.A - 14.583.703/0001-02 (PIE)
EOL.CV.RN.030831-5.1,27.0,27.0,Operação,100% para USINA DE ENERGIA EOLICA CARNAUBA SPE S.A - 14.535.588/0001-92 (PIE)
EOL.CV.RN.030832-3.1,30.0,30.0,Operação,100% para USINA DE ENERGIA EOLICA CARCARA I SPE S.A. - 14.535.594/0001-40 (PIE)
EOL.CV.RN.030834-0.1,29.7,29.7,Operação,100% para SANTA HELENA ENERGIAS RENOVAVEIS S.A - 12.053.929/0001-68 (PIE)
EOL.CV.RN.030843-9.1,27.0,27.0,Operação,100% para USINA DE ENERGIA EOLICA REDUTO SPE S.A - 14.527.003/0001-92 (PIE)
EOL.CV.RN.030849-8.1,27.465,27.465,Operação,100% para USINA DE ENERGIA EOLICA SANTO CRISTO SPE S.A - 14.535.540/0001-84 (PIE)
EOL.CV.RN.030856-0.1,20.0,20.0,Operação,100% para EOLICA PARAISO S.A. SUBSIDIARIA INTEGRAL - 14.604.100/0001-31 (PIE)
EOL.CV.RN.030860-9.1,28.0,28.0,Operação,100% para EOLICA LANCHINHA S.A. - 14.603.978/0001-52 (PIE)
EOL.CV.RN.030864-1.1,29.7,29.7,Operação,100% para SANTA MARIA ENERGIAS RENOVAVEIS S.A - 12.053.787/0001-39 (PIE)
EOL.CV.RN.030870-6.1,29.7,29.7,Operação,100% para Central Geradora Eolica Acari S.A. - 12.959.291/0001-29 (PIE)
EOL.CV.RN.030871-4.1,27.0,27.0,Operação,100% para CENTRAL GERADORA EOLICA ALBUQUERQUE S.A - 12.960.216/0001-88 (PIE)
EOL.CV.RN.030872-2.1,29.7,29.7,Operação,100% para CENTRAL GERADORA EOLICA APELIOTES S.A - 12.959.413/0001-87 (PIE)
EOL.CV.RN.030873-0.1,29.7,29.7,Operação,100% para CENTRAL GERADORA EOLICA ARENA S.A - 11.781.913/0001-09 (PIE)
EOL.CV.RN.030874-9.1,29.7,29.7,Operação,100% para Central Geradora Eolica Anemoi S.A. - 12.959.327/0001-74 (PIE)
EOL.CV.RN.030876-5.1,26.0,26.0,Operação,100% para Gestamp Eólica Jardins S.A. - 15.231.547/0001-75 (PIE)
EOL.CV.RN.030889-7.1,29.16,29.16,Operação,100% para DESA MORRO DOS VENTOS II LTDA. - 15.207.271/0001-90 (PIE)
EOL.CV.RN.030895-1.2,27.0,27.0,Operação,100% para USINA DE ENERGIA EOLICA CAICARA I SPE S.A. - 15.313.271/0001-74 (PIE)
EOL.CV.RN.030897-8.1,30.0,30.0,Operação,100% para USINA DE ENERGIA EOLICA CARCARA II SPE S.A. - 15.394.399/0001-00 (PIE)
EOL.CV.RN.030898-6.1,30.0,30.0,Operação,100% para USINA DE ENERGIA EOLICA TERRAL SPE S.A - 15.394.357/0001-79 (PIE)
EOL.CV.RN.030900-1.1,18.0,18.0,Operação,100% para ELAWAN EOLICA ALVORADA S.A. - 15.231.479/0001-44 (PIE)
EOL.CV.RN.030902-8.2,24.0,24.0,Operação,100% para USINA DE ENERGIA EOLICA JUNCO I SPE S.A. - 15.313.226/0001-10 (PIE)
EOL.CV.RN.030914-1.2,24.0,24.0,Operação,100% para USINA DE ENERGIA EOLICA JUNCO II SPE S.A. - 15.313.187/0001-50 (PIE)
EOL.CV.RN.030915-0.2,18.0,18.0,Operação,100% para USINA DE ENERGIA EOLICA CAICARA II SPE S.A. - 15.313.113/0001-14 (PIE)
EOL.CV.RN.030931-1.1,30.0,30.0,Operação,100% para CENTRAL EOLICA BAIXA DO FEIJAO IV S.A. - 14.496.317/0001-75 (PIE)
EOL.CV.RN.030932-0.1,30.0,30.0,Operação,100% para CENTRAL EOLICA BAIXA DO FEIJAO I S.A. - 14.496.492/0001-62 (PIE)
EOL.CV.RN.030933-8.1,30.0,30.0,Operação,100% para CENTRAL EOLICA BAIXA DO FEIJAO II S.A. - 14.496.545/0001-45 (PIE)
EOL.CV.RN.030934-6.1,30.0,30.0,Operação,100% para CENTRAL EOLICA BAIXA DO FEIJAO III S.A. - 14.496.290/0001-10 (PIE)
EOL.CV.RN.031015-8.1,26.0,26.0,Operação,100% para ELAWAN EOLICA AGRESTE S.A. - 15.231.615/0001-04 (PIE)
EOL.CV.RN.031025-5.1,18.0,18.0,Operação,100% para ELAWAN EOLICA MACAMBIRA I S.A. - 15.231.588/0001-61 (PIE)
EOL.CV.RN.031026-3.1,18.0,18.0,Operação,100% para ELAWAN EOLICA MACAMBIRA II S.A. - 15.231.448/0001-93 (PIE)
EOL.CV.RN.031069-7.1,25.2,25.2,Operação,100% para CAMPOS DOS VENTOS V ENERGIAS RENOVAVEIS LTDA. - 10.797.888/0001-99 (PIE)
EOL.CV.RN.031071-9.1,25.2,25.2,Operação,100% para CAMPOS DOS VENTOS III ENERGIAS RENOVAVEIS LTDA. - 10.797.891/0001-02 (PIE)
EOL.CV.RN.031072-7.1,25.2,25.2,Operação,100% para CAMPO DOS VENTOS I ENERGIAS RENOVAVEIS LTDA. - 10.797.890/0001-68 (PIE)
EOL.CV.RN.031372-6.1,29.4,29.4,Operação,100% para VENTOS DE SANTO DIMAS ENERGIAS RENOVAVEIS LTDA. - 13.329.931/0001-80 (PIE)
EOL.CV.RN.031373-4.1,29.4,29.4,Operação,100% para SAO BENEDITO ENERGIAS RENOVAVEIS LTDA - 12.053.657/0001-04 (PIE)
EOL.CV.RN.031412-9.1,14.7,14.7,Operação,100% para VENTOS DE SAO MARTINHO ENERGIAS RENOVAVEIS LTDA. - 13.330.011/0001-81 (PIE)
EOL.CV.RN.031425-0.1,27.3,27.3,Operação,100% para SANTA URSULA ENERGIAS RENOVAVEIS LTDA - 12.053.891/0001-23 (PIE)
EOL.CV.RN.031427-7.1,29.4,29.4,Operação,100% para SANTA MONICA ENERGIAS RENOVAVEIS LTDA. - 12.053.687/0001-02 (PIE)
EOL.CV.RN.031642-3.1,31.5,31.5,Operação,100% para SM GERACAO DE ENERGIA EOLICA S/A - 13.783.102/0001-72 (PIE)
EOL.CV.RN.031643-1.1,21.0,21.0,Operação,100% para VENTOS DO CANTO DE BAIXO GERADORA EOLICA S/A - 17.143.838/0001-37 (PIE)
EOL.CV.RN.031645-8.1,25.2,25.2,Operação,100% para FORTE CANTO DE BAIXO GERADORA EOLICA S/A - 18.265.320/0001-39 (PIE)
EOL.CV.RN.031651-2.1,28.6,28.6,Operação,100% para EOLICA CABECO VERMELHO S.A. - 20.024.563/0001-27 (PIE)
EOL.CV.RN.031652-0.1,28.875,28.875,Operação,100% para VENTOS PARAZINHENSES GERADORA EOLICA S/A - 17.205.697/0001-30 (PIE)
EOL.CV.RN.031665-2.1,16.8,16.8,Operação,100% para EOLICA CABECO VERMELHO II S.A. - SUBSIDIARIA INTEGRAL - 20.024.516/0001-83 (PIE)
EOL.CV.RN.031697-0.1,18.9,18.9,Operação,100% para VENTOS DE SANTO ANTONIO GERADORA EOLICA S/A - 17.143.971/0001-93 (PIE)
EOL.CV.RN.031750-0.1,24.0,24.0,Operação,100% para USINA DE ENERGIA EOLICA VILA AMAZONAS V SPE S.A. - 20.339.203/0001-14 (PIE)
EOL.CV.RN.031757-8.1,24.0,24.0,Operação,100% para USINA DE ENERGIA EOLICA VILA PARA II SPE S.A. - 20.318.810/0001-06 (PIE)
EOL.CV.RN.031759-4.1,27.0,27.0,Operação,100% para USINA DE ENERGIA EOLICA VILA PARA I SPE S.A. - 20.318.451/0001-89 (PIE)
EOL.CV.RN.031765-9.1,24.0,24.0,Operação,100% para USINA DE ENERGIA EOLICA VILA PARA III SPE S.A. - 20.318.427/0001-40 (PIE)
EOL.CV.RN.031801-9.1,32.9,32.9,Operação,100% para CENTRAL EOLICA JAU S.A. - 17.227.909/0001-80 (PIE)
EOL.CV.RN.031802-7.1,32.9,32.9,Operação,100% para CENTRAL EOLICA JAU S.A. - 17.227.909/0001-80 (PIE)
EOL.CV.RN.031810-8.1,30.0,30.0,Operação,100% para SANTANA 1 ENERGIA RENOVAVEL S.A. - 19.560.874/0001-21 (PIE)
EOL.CV.RN.031811-6.1,24.0,24.0,Operação,100% para SANTANA 2 ENERGIA RENOVAVEL S.A. - 19.588.049/0001-35 (PIE)
EOL.CV.RN.031812-4.1,30.0,30.0,Operação,100% para CALANGO 6 ENERGIA RENOVAVEL S.A. - 19.560.837/0001-13 (PIE)
EOL.CV.RN.031826-4.1,32.9,32.9,Operação,100% para CENTRAL EOLICA JAU S.A. - 17.227.909/0001-80 (PIE)
EOL.CV.RN.031887-6.1,28.2,28.2,Operação,100% para CENTRAL EOLICA AVENTURA I S.A - 19.980.957/0001-70 (PIE)
EOL.CV.RN.032080-3.1,25.2,25.2,Operação,100% para EOLICA DO AGRESTE POTIGUAR I S.A. - 33.268.331/0001-66 (PIE)
EOL.CV.RN.032194-0.1,37.8,37.8,Operação,100% para EOLICA DO AGRESTE POTIGUAR II S.A. - 33.268.312/0001-30 (PIE)
EOL.CV.RN.032207-5.1,42.0,42.0,Operação,100% para ENEL GREEN POWER CUMARU 01 S.A. - 31.211.298/0001-02 (PIE)
EOL.CV.RN.032208-3.1,42.0,42.0,Operação,"53% para ENEL GREEN POWER CUMARU 02 S.A - 31.216.345/0001-00 (PIE), 20% para NESTLE BRASIL LTDA. - 60.409.075/0001-52 (PIE), 16% para CHOCOLATES GAROTO LTDA. - 28.053.619/0001-83 (PIE), 11% para NESTLE NORDESTE ALIMENTOS E BEBIDAS LTDA. - 08.334.818/0001-52 (PIE)"
EOL.CV.RN.032209-1.1,42.0,42.0,Operação,"60% para ENEL GREEN POWER CUMARU 03 S.A - 31.216.014/0001-70 (PIE), 17% para NESTLE BRASIL LTDA. - 60.409.075/0001-52 (PIE), 13% para CHOCOLATES GAROTO LTDA. - 28.053.619/0001-83 (PIE), 10% para NESTLE NORDESTE ALIMENTOS E BEBIDAS LTDA. - 08.334.818/0001-52 (PIE)"
EOL.CV.RN.032215-6.1,25.2,25.2,Operação,100% para SAO DOMINGOS ENERGIAS RENOVAVEIS LTDA. - 12.053.825/0001-53 (PIE)
EOL.CV.RN.032280-6.1,12.4,0.0,Construção,100% para CENTRAL EÓLICA PARAÍSO FAROL II SPE S.A. - 44.822.756/0001-91 (PIE)
EOL.CV.RN.032281-4.1,31.0,0.0,Construção,100% para CENTRAL EÓLICA PARAÍSO FAROL III SPE S.A. - 44.991.501/0001-52 (PIE)
EOL.CV.RN.032352-7.1,20.0,20.0,Operação,100% para EOLICA PEDRA RAJADA S.A. - SUBSIDIARIA INTEGRAL - 21.909.246/0001-50 (PIE)
EOL.CV.RN.032353-5.1,20.0,20.0,Operação,100% para EOLICA PEDRA RAJADA II S.A. - SUBSIDIARIA INTEGRAL - 21.909.399/0001-06 (PIE)
EOL.CV.RN.032354-3.1,27.3,27.3,Operação,100% para USINA DE ENERGIA EOLICA ESPERANCA DO NORDESTE S/A - 21.916.951/0001-85 (PIE)
EOL.CV.RN.032355-1.1,27.3,27.3,Operação,100% para USINA DE ENERGIA EOLICA PARAISO DOS VENTOS DO NORDESTE S/A - 21.909.032/0001-84 (PIE)
EOL.CV.RN.032356-0.1,27.3,27.3,Operação,100% para USINA DE ENERGIA EOLICA POTIGUAR S/A - 21.957.968/0001-80 (PIE)
EOL.CV.RN.032404-3.1,40.5,40.5,Operação,100% para SPE 3 – Central Eólica Mundo Novo S.A. - 41.760.915/0001-82 (PIE)
EOL.CV.RN.032405-1.1,40.5,40.5,Operação,100% para SPE 2 – Central Eólica Mundo Novo S.A. - 41.725.168/0001-41 (PIE)
EOL.CV.RN.032495-7.1,60.35,60.35,Operação,100% para CENTRAL EOLICA TERRA SANTA SPE I S.A - 24.895.239/0001-35 (PIE)
EOL.CV.RN.032501-5.1,31.95,31.95,Operação,100% para CENTRAL EOLICA TERRA SANTA SPE II S.A - 24.894.829/0001-43 (PIE)
EOL.CV.RN.032518-0.1,67.2,67.2,Operação,100% para CENTRAL EOLICA MONTE VERDE I S.A - 31.199.583/0001-55 (PIE)
EOL.CV.RN.032519-8.1,67.2,67.2,Operação,100% para CENTRAL EOLICA MONTE VERDE II S.A - 31.199.569/0001-51 (PIE)
EOL.CV.RN.032593-7.1,67.5,67.5,Operação,100% para VENTOS DE SANTA LÍVIA ENERGIAS RENOVÁVEIS S.A. - 35.865.635/0001-36 (PIE)
EOL.CV.RN.032870-7.1,10.395,10.395,Operação,100% para JANDAIRA I ENERGIAS RENOVAVEIS S.A. - 35.823.538/0001-80 (PIE)
EOL.CV.RN.033002-7.1,21.0,21.0,Operação,100% para CENTRAL EOLICA AVENTURA II S/A - 17.875.511/0001-50 (PIE)
EOL.CV.RN.033026-4.1,25.2,25.2,Operação,100% para CENTRAL EOLICA AVENTURA III S.A. - 29.302.365/0001-52 (PIE)
EOL.CV.RN.033429-4.1,39.05,39.05,Operação,100% para EOL MARAL I SPE S.A - 33.486.289/0001-50 (PIE)
EOL.CV.RN.033430-8.1,28.4,28.4,Operação,100% para EOL MARAL II SPE S.A - 33.486.296/0001-51 (PIE)
EOL.CV.RN.033552-5.1,22.5,22.5,Operação,100% para SPE 1 – Central Eólica Mundo Novo S.A. - 41.760.884/0001-60 (PIE)
EOL.CV.RN.033597-5.1,25.2,25.2,Operação,100% para CENTRAL EOLICA ACAUA I S.A. - 35.842.703/0001-41 (PIE)
EOL.CV.RN.033598-3.1,21.0,21.0,Operação,100% para CENTRAL EOLICA ACAUA I S.A. - 35.842.703/0001-41 (PIE)
EOL.CV.RN.033640-8.1,23.1,23.1,Operação,100% para CENTRAL GERADORA EOLICA SAO BENTO DO NORTE I S/A - 21.216.892/0001-32 (PIE)
EOL.CV.RN.033642-4.1,23.1,23.1,Operação,100% para CENTRAL GERADORA EOLICA SAO BENTO DO NORTE II S/A - 21.216.877/0001-94 (PIE)
